GiftId,TripId
35577,22
30297,22
81080,22
44975,22
52518,22
83583,22
69218,22
49556,22
67713,22
56339,22
75281,22
41168,22
25014,22
51906,22
85553,22
46250,22
60103,22
54840,22
48694,22
53849,22
53958,22
8420,22
19107,22
25604,22
18503,22
27363,22
87884,22
15808,22
11288,22
65003,22
91134,22
1531,22
39474,22
14066,22
45338,22
54400,22
83608,22
16743,22
40056,22
47350,22
76106,22
87387,22
69236,22
36988,22
50783,22
4505,22
62107,22
54345,22
69017,22
71796,23
81222,23
31394,23
72767,23
59570,23
19653,23
51023,23
49224,23
22985,23
1969,23
43343,23
3332,23
80507,23
63967,23
30689,23
50240,23
88235,23
92271,23
69133,23
4730,23
25467,23
92169,23
3982,23
20020,23
90772,23
13601,23
50622,23
12148,23
16204,23
60581,23
15566,23
51220,23
82224,23
72269,23
50920,23
97693,23
50625,23
97834,23
96477,23
17387,23
69075,23
8232,24
89578,24
88348,24
33832,24
58215,24
3222,24
11965,24
99415,24
1561,24
85875,24
37799,24
51240,24
41259,24
96802,24
76784,24
8106,24
10522,24
13081,24
79164,24
58300,24
12396,24
84884,24
86306,24
64345,24
6089,24
42945,24
31132,24
8677,24
62201,24
21844,24
7072,24
83757,24
73311,24
79581,24
56194,24
43978,24
40564,24
81554,24
96738,24
9340,24
9479,24
98359,24
65540,24
75436,24
59975,24
54272,24
74871,24
10925,24
96305,24
48717,24
26482,24
18563,24
85586,24
68363,24
54028,24
80191,24
24409,24
52098,24
43871,24
31177,24
57804,25
480,25
8641,25
21901,25
18764,25
35848,25
95925,25
35216,25
30245,25
74087,25
18378,25
41107,25
90500,25
60,25
95567,25
43876,25
34296,25
72741,25
76118,25
15601,25
59457,25
94145,25
98938,25
21183,25
70998,25
45693,25
98982,25
59078,25
77056,25
58124,25
65959,25
33267,25
62404,25
56857,25
36802,25
37293,25
77832,25
1088,25
33805,25
91727,25
24606,25
45426,25
64846,25
91102,25
89011,25
82739,25
89363,25
24764,25
66074,25
63286,25
36989,25
24424,25
41003,25
28816,25
39155,25
24654,25
19721,25
91326,25
50360,25
91508,25
76124,25
89219,25
98809,25
63232,26
83722,26
85439,26
67350,26
31224,26
96432,26
92383,26
75556,26
70481,26
33750,26
91941,26
42864,26
62360,26
27212,26
33041,26
666,26
4293,26
88734,26
42734,26
80382,26
53558,26
75053,26
47508,26
11951,26
18785,26
66356,26
63971,26
6108,26
68603,26
95703,26
23815,26
30660,26
58338,26
90984,26
4740,26
57712,26
39332,26
47075,26
6915,26
54643,26
89150,26
11627,26
94925,26
9254,26
70319,26
43893,26
42383,26
13400,26
64558,26
37185,26
43931,26
76579,26
66716,26
10908,26
5461,26
93107,26
23354,26
77323,26
69734,26
44493,26
7077,26
59181,26
51544,26
76556,26
46142,26
54099,26
37020,26
80564,26
27135,27
62631,27
13682,27
74169,27
98826,27
86260,27
61425,27
33820,27
52617,27
79885,27
91629,27
79198,27
31662,27
6365,27
48271,27
74475,27
27264,27
28836,27
50378,27
5649,27
1018,27
27897,27
56812,27
49105,27
39160,27
74610,27
15617,27
6926,27
17317,27
21955,27
99813,27
64620,27
50610,27
80761,27
65962,27
70393,27
56123,27
27668,27
90939,27
26777,27
87870,27
75752,27
10027,27
13551,27
46938,27
9058,27
61363,27
91244,27
69488,27
66159,27
68990,27
5796,27
5498,27
75969,27
77104,27
98708,27
14072,27
5398,27
92887,27
71660,27
55755,27
54068,27
82251,27
24331,27
45211,27
88756,27
7339,28
26548,28
73696,28
15895,28
17412,28
45734,28
66768,28
34326,28
95804,28
9325,28
89958,28
40799,28
40777,28
55620,28
8588,28
48416,28
48280,28
74207,28
12125,28
38253,28
79218,28
86758,28
71351,28
94702,28
98496,28
44453,28
89035,28
1687,28
36143,28
68473,28
42116,28
57823,28
92977,28
99248,28
84712,28
62594,28
49929,28
3752,28
97459,28
63836,28
64420,28
43477,28
1768,28
46644,28
62119,28
98744,28
36290,28
74047,28
49197,28
98001,28
99121,28
97320,28
46204,28
1435,28
92083,28
25789,28
75649,28
68442,28
81771,28
48393,28
89180,28
84808,28
59652,28
72697,28
40048,28
99790,28
91840,28
19948,28
13125,28
17282,29
33811,29
48440,29
66279,29
46011,29
97586,29
22075,29
75518,29
45033,29
99829,29
72797,29
33632,29
31891,29
32393,29
39171,29
69346,29
51782,29
418,29
2918,29
66056,29
99649,29
34008,29
68785,29
97897,29
36172,29
2414,29
17288,29
18065,29
16398,29
91681,29
13472,29
56067,29
23211,29
47946,29
69134,29
66413,29
92173,29
63889,29
36923,29
11355,29
94390,29
31119,29
29189,29
97076,29
47751,29
98548,29
4830,29
93556,29
29745,30
2188,30
40218,30
49039,30
36120,30
27126,30
2541,30
15774,30
43450,30
74876,30
99430,30
93543,30
59603,30
50160,30
22979,30
20597,30
39394,30
55423,30
50831,30
39279,30
82953,30
62129,30
76708,30
82737,30
77706,30
10190,30
20155,30
3353,30
23936,30
21012,30
37050,30
10637,30
74215,30
95151,30
85012,30
90715,30
96698,30
19369,30
56899,30
56931,30
72945,30
83166,30
46894,30
72380,30
49325,30
73117,30
31172,30
46180,30
29046,30
85314,30
36040,30
82937,30
49463,30
67184,30
16808,30
40494,30
48376,31
24143,31
67854,31
42711,31
3393,31
73182,31
34025,31
89655,31
85945,31
7510,31
99228,31
78008,31
77194,31
69216,31
56493,31
7459,31
64621,31
65626,31
83638,31
63413,31
25753,31
16716,31
131,31
94651,31
44026,31
33978,31
76321,31
19469,31
21532,31
79672,31
71876,31
4921,31
43822,31
7901,31
33219,31
36521,31
52498,31
61487,31
95458,31
15384,31
83035,31
54776,31
34932,31
30949,31
58296,31
47082,31
50692,31
29960,31
28905,31
1510,31
314,31
28578,31
36136,31
86669,31
43344,31
13342,31
53679,31
52459,31
54317,31
47074,31
11860,31
22114,31
27450,31
83602,31
42329,32
56655,32
58540,32
31492,32
44203,32
26984,32
39713,32
66285,32
11027,32
24066,32
82854,32
20907,32
87961,32
43235,32
66970,32
68464,32
38980,32
84861,32
47098,32
17299,32
28015,32
14359,32
62264,32
70113,32
52995,32
27334,32
46355,32
96986,32
32,32
11081,32
59568,32
75861,32
47430,32
40714,32
51033,32
96651,32
83689,32
85260,32
74141,32
51763,32
18327,32
84135,32
60758,32
97612,32
92825,32
58455,32
40501,32
81191,32
58965,32
7760,32
15198,32
74602,32
8795,32
4111,32
11863,32
78506,32
776,32
64787,32
69905,32
81465,32
66621,32
28088,32
81110,33
71571,33
88927,33
36621,33
1181,33
96778,33
62443,33
31718,33
40116,33
51599,33
82990,33
15012,33
78243,33
14739,33
79910,33
26176,33
13500,33
53088,33
33402,33
54494,33
24970,33
78764,33
433,33
82736,33
48136,33
70638,33
62828,33
73087,33
22359,33
38517,33
95339,33
5432,33
11348,33
24385,33
21721,33
61370,33
57511,33
11151,33
47923,33
49872,33
98937,33
80181,33
4206,33
60007,33
89533,33
54318,33
10538,33
16426,33
70088,33
82379,33
14037,33
15932,33
18765,33
53907,33
65767,33
69652,33
10699,33
93531,33
27250,33
62808,33
33653,33
67297,33
32055,33
98886,33
31115,33
64165,33
20857,33
51917,33
20608,33
24396,33
87247,33
17440,33
29512,33
88696,33
32287,33
82785,33
73759,33
75366,33
91104,33
12549,33
16765,34
83663,34
25759,34
5885,34
77042,34
84647,34
71657,34
45961,34
13357,34
44229,34
55663,34
92156,34
76962,34
12451,34
21740,34
19359,34
64415,34
86647,34
62545,34
99038,34
29486,34
15867,34
63613,34
35960,34
38373,34
6251,34
54624,34
30682,34
25568,34
92402,34
16747,34
62138,34
7145,34
79540,34
81395,34
88711,34
72296,34
97432,34
84120,34
19885,34
96541,34
82150,34
64801,34
44679,34
23157,34
31899,34
98872,34
44843,34
65849,34
63817,34
25864,34
50131,34
66270,34
73637,34
73725,34
60481,34
13065,34
61776,34
20071,34
52048,34
49594,34
69620,34
744,34
41614,34
87053,34
25606,34
44417,34
82713,34
63303,34
6357,34
2509,34
20949,34
85323,34
78533,34
16972,34
66967,34
99986,34
95994,34
2583,34
97195,34
55589,34
13852,34
98245,34
69166,34
75810,34
16849,34
51660,34
73081,34
10561,34
87206,34
61584,34
79952,34
77508,35
2751,35
35719,35
43864,35
10918,35
60877,35
78968,35
61836,35
68510,35
8806,35
60685,35
93143,35
94930,35
61844,35
57133,35
17205,35
92918,35
64573,35
39560,35
41683,35
81328,35
49777,35
85156,35
87911,35
20079,35
90319,35
8363,35
81506,35
17488,35
49170,35
73246,35
36704,35
87165,35
37789,35
70531,35
775,35
90511,35
70437,35
25211,35
26593,35
84888,35
30181,35
96715,35
47316,35
66676,35
33908,35
61356,35
63460,35
85116,35
9277,35
28664,35
49750,35
24274,35
75447,35
30381,35
51869,35
36576,35
19193,35
36737,35
35411,35
34630,35
30613,35
69441,35
18532,35
26341,35
23357,35
54058,35
36966,35
7138,35
72878,35
87740,35
85923,35
46281,35
66260,35
60833,36
2801,36
75962,36
38526,36
7190,36
6599,36
46985,36
95678,36
33831,36
95588,36
2072,36
19436,36
71204,36
71347,36
80402,36
69105,36
92148,36
11421,36
78040,36
20440,36
67434,36
32987,36
38877,36
50493,36
18422,36
41392,36
75356,36
57124,36
12430,36
39841,36
39015,36
24415,36
45977,36
98741,36
6987,36
46274,36
46771,36
32917,36
47244,36
58847,36
14734,36
49947,36
14242,36
89098,36
83325,36
43354,36
22870,36
55102,36
11167,36
28455,36
68619,36
57253,36
78176,36
46107,36
86577,36
6452,36
34693,36
37579,36
48830,36
816,36
5580,36
38532,36
25320,36
22287,36
93686,36
5765,36
36477,37
41663,37
22658,37
21143,37
36812,37
74528,37
15662,37
59359,37
97285,37
54832,37
88323,37
38143,37
8866,37
74958,37
17476,37
56752,37
85283,37
78081,37
72852,37
6124,37
65944,37
47561,37
31108,37
82991,37
14458,37
63799,37
57027,37
37791,37
88404,37
57413,37
47247,37
15689,37
37989,37
45010,37
2581,37
69,37
30565,37
63502,37
71127,37
78075,37
4001,37
86557,37
26485,37
10213,37
18,37
84022,37
38009,37
74105,37
48345,37
76528,37
62148,37
94154,37
5762,37
96941,37
43998,37
70559,37
18266,37
26864,37
84305,37
17610,37
28651,37
41529,37
38539,37
86887,37
55928,38
21105,38
77770,38
43083,38
47087,38
77050,38
96582,38
95405,38
39582,38
64139,38
91296,38
62433,38
74965,38
42294,38
42495,38
71493,38
17231,38
98811,38
80319,38
1215,38
30064,38
21150,38
88720,38
85520,38
43821,38
82253,38
50009,38
8224,38
26948,38
61154,38
40655,38
78442,38
19270,38
42807,38
33835,38
54424,38
65473,38
12059,38
70886,38
91319,38
26910,38
26019,38
11475,38
53002,38
43681,38
89126,38
80431,38
88981,38
20313,38
65103,38
82370,38
55344,38
38778,38
22637,38
55748,38
62371,38
10531,38
24982,38
46767,38
78457,38
68284,38
74098,38
91237,38
67449,38
77406,38
29353,38
73880,38
68850,38
11333,38
79541,38
64671,38
67897,38
10724,38
54674,38
66109,38
1557,38
41869,38
59664,39
2173,39
39340,39
55130,39
35399,39
71935,39
85127,39
47812,39
36242,39
36050,39
68914,39
99351,39
42388,39
60304,39
26502,39
1156,39
66507,39
91535,39
42412,39
75346,39
30485,39
46685,39
28890,39
86447,39
98590,39
15433,39
43130,39
56907,39
47839,39
97044,39
89334,39
40492,39
36420,39
50989,39
46341,39
15290,39
24019,39
16430,39
54127,39
79607,39
68302,39
72633,39
42076,39
75231,39
24311,39
95847,39
20641,39
37725,39
81250,39
16496,39
22397,39
7913,39
50430,39
78734,39
16128,39
32805,39
93038,39
88198,39
18790,39
41357,39
47990,39
25336,39
138,39
56621,39
7954,39
23839,39
63827,39
56008,39
64240,39
9594,39
69062,39
56641,39
15472,39
18644,39
44958,39
43495,39
49334,39
11588,40
70781,40
75786,40
66298,40
37653,40
38119,40
48648,40
28422,40
82963,40
79340,40
77583,40
76503,40
67423,40
19310,40
8882,40
89434,40
59605,40
93224,40
77468,40
40504,40
95874,40
87658,40
13300,40
38803,40
34647,40
15051,40
35694,40
78278,40
77249,40
12005,40
76540,40
24586,40
24896,40
94130,40
95032,40
41901,40
38874,40
41910,40
13730,40
54901,40
66704,40
34178,40
4969,40
39558,40
67275,40
23257,40
97539,40
7660,40
68387,40
55281,40
32622,40
51609,40
54163,40
92219,40
16457,40
61337,40
38650,40
37623,40
22935,41
70680,41
56059,41
9099,41
78863,41
77794,41
68089,41
70439,41
41000,41
92211,41
23299,41
27806,41
12407,41
87212,41
72108,41
87784,41
24959,41
41785,41
20573,41
69564,41
5606,41
61895,41
69614,41
25391,41
1587,41
26350,41
94594,41
46533,41
98457,41
89562,41
7759,41
48212,41
81042,41
30024,41
82153,41
7170,41
13877,41
15856,41
23232,41
91279,41
29259,41
86129,41
69783,41
24645,41
7967,41
30184,41
40561,41
77453,41
82496,41
84892,41
91543,41
70566,41
93449,41
62328,41
98244,41
23413,41
4177,41
44312,41
46736,41
51081,41
25836,41
58031,41
26779,41
33076,41
27719,41
34350,41
21910,41
60850,42
97910,42
94870,42
89074,42
2037,42
59289,42
29042,42
26311,42
79334,42
58365,42
96673,42
41995,42
35449,42
20655,42
46807,42
25282,42
23840,42
80477,42
11963,42
49300,42
11125,42
32664,42
53652,42
15990,42
93197,42
51475,42
57048,42
3491,42
73974,42
46795,42
59695,42
7161,42
79504,42
27340,42
13248,42
90239,42
66188,42
48984,42
64280,42
13028,42
80707,42
67647,42
72772,42
45968,42
80427,42
98900,42
55111,42
92145,42
22971,42
41413,42
40984,42
19608,42
93711,42
85869,42
63651,42
20178,42
78339,42
40610,42
22761,42
59495,42
58511,42
99006,42
70793,42
41192,42
52115,42
49760,42
59225,42
9802,42
54280,42
20056,42
9704,42
19479,42
59313,42
78444,42
62219,42
37906,42
91594,42
40722,43
51596,43
16253,43
3121,43
20873,43
17722,43
59961,43
56868,43
78660,43
12184,43
1581,43
67660,43
32067,43
24111,43
63693,43
69005,43
31965,43
23441,43
4114,43
76778,43
82777,43
97153,43
46291,43
77476,43
73054,43
49383,43
77381,43
8336,43
61106,43
53591,43
78026,43
78045,43
90104,43
72477,43
12465,43
11530,43
26222,43
42536,43
81474,43
17682,43
56340,43
8595,43
79002,43
64038,43
73344,43
68703,43
23387,43
39420,43
72194,43
47616,43
82604,43
72848,43
40905,43
76734,43
90349,43
47943,43
23860,43
93649,43
22491,43
26907,43
41684,43
36372,43
30177,43
32989,43
66992,43
6581,43
81029,43
46822,43
39220,43
6253,43
96082,43
12298,43
95833,43
62698,44
65489,44
64553,44
56663,44
24758,44
32843,44
76131,44
74405,44
81729,44
9365,44
42016,44
82210,44
11337,44
59510,44
4383,44
18433,44
14102,44
94182,44
79045,44
48853,44
21850,44
19678,44
23133,44
90335,44
89507,44
76874,44
22250,44
41517,44
24299,44
71415,44
78455,44
45449,44
34303,44
99426,44
38155,44
23660,44
97529,44
33396,44
89544,44
34609,44
63913,44
96951,44
69594,44
40828,44
1226,44
60293,44
67387,44
29605,44
1861,44
6797,44
92222,44
65713,44
96805,44
14015,44
33273,44
22240,44
18707,44
86552,44
90417,44
66583,44
70019,44
71306,44
47965,44
13020,44
29048,44
62269,44
10649,44
68181,44
62547,44
80484,44
78589,44
68941,44
26935,44
88907,44
76481,44
83943,44
17111,45
13286,45
48541,45
15157,45
80417,45
54440,45
60996,45
85218,45
93425,45
71168,45
88598,45
79269,45
1474,45
1735,45
94575,45
68353,45
11598,45
61173,45
4248,45
9668,45
40503,45
47861,45
59987,45
31833,45
85963,45
86996,45
32536,45
18147,45
81738,45
55416,45
43260,45
93740,45
39134,45
76918,45
70484,45
74971,45
25111,45
75645,45
38264,45
51320,45
5131,45
60978,45
13235,45
19430,45
62108,45
98137,45
63797,45
24870,45
15040,45
14747,45
41067,45
41675,45
5945,45
13814,45
25394,45
30663,45
97234,45
39765,45
98356,45
34572,45
20093,45
11746,45
47913,45
69387,45
30978,45
58362,46
92978,46
22002,46
42336,46
29772,46
48799,46
29942,46
76151,46
87694,46
87793,46
72465,46
11756,46
54002,46
68701,46
9286,46
55062,46
33757,46
52457,46
67019,46
34389,46
458,46
474,46
65933,46
83679,46
34993,46
42084,46
67112,46
61856,46
47586,46
31522,46
82830,46
68373,46
28509,46
82374,46
96381,46
60775,46
40192,46
30220,46
16185,46
70261,46
80647,46
59043,46
74233,46
39690,46
85191,46
5154,46
5618,46
76190,46
38878,46
41654,46
84006,46
63159,46
64820,46
22281,46
12419,46
11828,46
59859,46
8364,46
72847,46
98145,46
12542,46
77364,46
75011,46
66689,46
91105,46
33939,46
43340,46
92531,46
76742,46
92497,47
83607,47
61500,47
46827,47
52265,47
22113,47
31041,47
74041,47
67049,47
37288,47
34147,47
74887,47
51698,47
3709,47
34701,47
10563,47
55979,47
5222,47
31367,47
27113,47
96508,47
80501,47
66770,47
19170,47
4386,47
20578,47
6966,47
37938,47
6143,47
38070,47
9988,47
82846,47
23277,47
40340,47
85284,47
48163,47
7783,47
4031,47
75315,47
21465,47
94337,47
5843,47
85779,47
10592,47
93150,47
52470,47
77884,47
4196,47
80549,47
92368,47
12602,47
81686,47
22327,47
29646,47
57866,47
92468,47
3803,47
47959,47
58305,47
49165,47
671,47
83432,47
39191,47
65997,47
90037,47
26875,47
8247,47
73257,48
86877,48
92352,48
37364,48
22059,48
90986,48
69753,48
2485,48
34249,48
22414,48
14005,48
1649,48
62687,48
35142,48
71632,48
47517,48
66473,48
1843,48
5616,48
69362,48
42796,48
70870,48
84810,48
